row_index,sample_id,case_id,annotation_id,label,split,center,raw_tiff_path,raw_tiff_sha256,level,orientation,image_width,image_height,bbox_x,bbox_y,bbox_w,bbox_h,policy_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,original_area,original_centroid_x,original_centroid_y,clipped_x0,clipped_y0,clipped_x1,clipped_y1,clipped_area,clipped_area_fraction,anchor_x,anchor_y,anchor_delta_x,anchor_delta_y,was_clipped,mpp_x,mpp_y,mpp_source,scale_geometry_json
6738,340__340__ann17205__y1,340,17205,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,1900.0,1131.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1900.0,1131.0,1950.0,1181.0,2500.0,1925.0,1156.0,1900.0,1131.0,1950.0,1181.0,2500.0,1.0,1925.0,1156.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":1925.0,""anchor_y"":1156.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1704,""realized_x1"":2146,""realized_y0"":935,""realized_y1"":1377,""requested_x0"":1704,""requested_x1"":2146,""requested_y0"":935,""requested_y1"":1377,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1925.0,""anchor_y"":1156.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1869,""realized_x1"":1980,""realized_y0"":1100,""realized_y1"":1211,""requested_x0"":1869,""requested_x1"":1980,""requested_y0"":1100,""requested_y1"":1211,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1925.0,""anchor_y"":1156.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1814,""realized_x1"":2035,""realized_y0"":1045,""realized_y1"":1266,""requested_x0"":1814,""requested_x1"":2035,""requested_y0"":1045,""requested_y1"":1266,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6739,340__340__ann17206__y1,340,17206,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,2552.0,1011.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,2552.0,1011.0,2602.0,1061.0,2500.0,2577.0,1036.0,2552.0,1011.0,2602.0,1061.0,2500.0,1.0,2577.0,1036.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":2577.0,""anchor_y"":1036.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2356,""realized_x1"":2798,""realized_y0"":815,""realized_y1"":1257,""requested_x0"":2356,""requested_x1"":2798,""requested_y0"":815,""requested_y1"":1257,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":2577.0,""anchor_y"":1036.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2521,""realized_x1"":2632,""realized_y0"":980,""realized_y1"":1091,""requested_x0"":2521,""requested_x1"":2632,""requested_y0"":980,""requested_y1"":1091,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":2577.0,""anchor_y"":1036.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2466,""realized_x1"":2687,""realized_y0"":925,""realized_y1"":1146,""requested_x0"":2466,""requested_x1"":2687,""requested_y0"":925,""requested_y1"":1146,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6740,340__340__ann17207__y1,340,17207,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,2226.0,637.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,2226.0,637.0,2276.0,687.0,2500.0,2251.0,662.0,2226.0,637.0,2276.0,687.0,2500.0,1.0,2251.0,662.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":2251.0,""anchor_y"":662.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2030,""realized_x1"":2472,""realized_y0"":441,""realized_y1"":883,""requested_x0"":2030,""requested_x1"":2472,""requested_y0"":441,""requested_y1"":883,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":2251.0,""anchor_y"":662.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2195,""realized_x1"":2306,""realized_y0"":606,""realized_y1"":717,""requested_x0"":2195,""requested_x1"":2306,""requested_y0"":606,""requested_y1"":717,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":2251.0,""anchor_y"":662.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2140,""realized_x1"":2361,""realized_y0"":551,""realized_y1"":772,""requested_x0"":2140,""requested_x1"":2361,""requested_y0"":551,""requested_y1"":772,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6741,340__340__ann17208__y1,340,17208,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,1749.0,335.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,1749.0,335.0,1799.0,385.0,2500.0,1774.0,360.0,1749.0,335.0,1799.0,385.0,2500.0,1.0,1774.0,360.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":1774.0,""anchor_y"":360.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1553,""realized_x1"":1995,""realized_y0"":139,""realized_y1"":581,""requested_x0"":1553,""requested_x1"":1995,""requested_y0"":139,""requested_y1"":581,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":1774.0,""anchor_y"":360.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1718,""realized_x1"":1829,""realized_y0"":304,""realized_y1"":415,""requested_x0"":1718,""requested_x1"":1829,""requested_y0"":304,""requested_y1"":415,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":1774.0,""anchor_y"":360.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":1663,""realized_x1"":1884,""realized_y0"":249,""realized_y1"":470,""requested_x0"":1663,""requested_x1"":1884,""requested_y0"":249,""requested_y1"":470,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6742,340__340__ann17209__y1,340,17209,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,2585.0,402.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,2585.0,402.0,2635.0,452.0,2500.0,2610.0,427.0,2585.0,402.0,2635.0,452.0,2500.0,1.0,2610.0,427.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":2610.0,""anchor_y"":427.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2389,""realized_x1"":2831,""realized_y0"":206,""realized_y1"":648,""requested_x0"":2389,""requested_x1"":2831,""requested_y0"":206,""requested_y1"":648,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":2610.0,""anchor_y"":427.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2554,""realized_x1"":2665,""realized_y0"":371,""realized_y1"":482,""requested_x0"":2554,""requested_x1"":2665,""requested_y0"":371,""requested_y1"":482,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":2610.0,""anchor_y"":427.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2499,""realized_x1"":2720,""realized_y0"":316,""realized_y1"":537,""requested_x0"":2499,""requested_x1"":2720,""requested_y0"":316,""requested_y1"":537,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6743,340__340__ann17210__y1,340,17210,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,3274.0,472.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3274.0,472.0,3324.0,522.0,2500.0,3299.0,497.0,3274.0,472.0,3324.0,522.0,2500.0,1.0,3299.0,497.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3299.0,""anchor_y"":497.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3078,""realized_x1"":3520,""realized_y0"":276,""realized_y1"":718,""requested_x0"":3078,""requested_x1"":3520,""requested_y0"":276,""requested_y1"":718,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3299.0,""anchor_y"":497.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3243,""realized_x1"":3354,""realized_y0"":441,""realized_y1"":552,""requested_x0"":3243,""requested_x1"":3354,""requested_y0"":441,""requested_y1"":552,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3299.0,""anchor_y"":497.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3188,""realized_x1"":3409,""realized_y0"":386,""realized_y1"":607,""requested_x0"":3188,""requested_x1"":3409,""requested_y0"":386,""requested_y1"":607,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6744,340__340__ann17211__y1,340,17211,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,3151.0,690.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3151.0,690.0,3201.0,740.0,2500.0,3176.0,715.0,3151.0,690.0,3201.0,740.0,2500.0,1.0,3176.0,715.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3176.0,""anchor_y"":715.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":2955,""realized_x1"":3397,""realized_y0"":494,""realized_y1"":936,""requested_x0"":2955,""requested_x1"":3397,""requested_y0"":494,""requested_y1"":936,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3176.0,""anchor_y"":715.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3120,""realized_x1"":3231,""realized_y0"":659,""realized_y1"":770,""requested_x0"":3120,""requested_x1"":3231,""requested_y0"":659,""requested_y1"":770,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3176.0,""anchor_y"":715.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3065,""realized_x1"":3286,""realized_y0"":604,""realized_y1"":825,""requested_x0"":3065,""requested_x1"":3286,""requested_y0"":604,""requested_y1"":825,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6745,340__340__ann17212__y1,340,17212,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,3633.0,697.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3633.0,697.0,3683.0,747.0,2500.0,3658.0,722.0,3633.0,697.0,3683.0,747.0,2500.0,1.0,3658.0,722.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3658.0,""anchor_y"":722.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3437,""realized_x1"":3879,""realized_y0"":501,""realized_y1"":943,""requested_x0"":3437,""requested_x1"":3879,""requested_y0"":501,""requested_y1"":943,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3658.0,""anchor_y"":722.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3602,""realized_x1"":3713,""realized_y0"":666,""realized_y1"":777,""requested_x0"":3602,""requested_x1"":3713,""requested_y0"":666,""requested_y1"":777,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3658.0,""anchor_y"":722.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3547,""realized_x1"":3768,""realized_y0"":611,""realized_y1"":832,""requested_x0"":3547,""requested_x1"":3768,""requested_y0"":611,""requested_y1"":832,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6746,340__340__ann17213__y1,340,17213,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,3913.0,705.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3913.0,705.0,3963.0,755.0,2500.0,3938.0,730.0,3913.0,705.0,3963.0,755.0,2500.0,1.0,3938.0,730.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3938.0,""anchor_y"":730.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3717,""realized_x1"":4159,""realized_y0"":509,""realized_y1"":951,""requested_x0"":3717,""requested_x1"":4159,""requested_y0"":509,""requested_y1"":951,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3938.0,""anchor_y"":730.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3882,""realized_x1"":3993,""realized_y0"":674,""realized_y1"":785,""requested_x0"":3882,""requested_x1"":3993,""requested_y0"":674,""requested_y1"":785,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3938.0,""anchor_y"":730.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3827,""realized_x1"":4048,""realized_y0"":619,""realized_y1"":840,""requested_x0"":3827,""requested_x1"":4048,""requested_y0"":619,""requested_y1"":840,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6747,340__340__ann17214__y1,340,17214,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,4400.0,305.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,4400.0,305.0,4450.0,355.0,2500.0,4425.0,330.0,4400.0,305.0,4450.0,355.0,2500.0,1.0,4425.0,330.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":4425.0,""anchor_y"":330.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":4204,""realized_x1"":4646,""realized_y0"":109,""realized_y1"":551,""requested_x0"":4204,""requested_x1"":4646,""requested_y0"":109,""requested_y1"":551,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":4425.0,""anchor_y"":330.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":4369,""realized_x1"":4480,""realized_y0"":274,""realized_y1"":385,""requested_x0"":4369,""requested_x1"":4480,""requested_y0"":274,""requested_y1"":385,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":4425.0,""anchor_y"":330.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":4314,""realized_x1"":4535,""realized_y0"":219,""realized_y1"":440,""requested_x0"":4314,""requested_x1"":4535,""requested_y0"":219,""requested_y1"":440,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6748,340__340__ann17215__y1,340,17215,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,3328.0,917.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3328.0,917.0,3378.0,967.0,2500.0,3353.0,942.0,3328.0,917.0,3378.0,967.0,2500.0,1.0,3353.0,942.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3353.0,""anchor_y"":942.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3132,""realized_x1"":3574,""realized_y0"":721,""realized_y1"":1163,""requested_x0"":3132,""requested_x1"":3574,""requested_y0"":721,""requested_y1"":1163,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3353.0,""anchor_y"":942.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3297,""realized_x1"":3408,""realized_y0"":886,""realized_y1"":997,""requested_x0"":3297,""requested_x1"":3408,""requested_y0"":886,""requested_y1"":997,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3353.0,""anchor_y"":942.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3242,""realized_x1"":3463,""realized_y0"":831,""realized_y1"":1052,""requested_x0"":3242,""requested_x1"":3463,""requested_y0"":831,""requested_y1"":1052,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
6749,340__340__ann17216__y1,340,17216,1,train,0,datasets/midogpp/raw/MIDOGpp/images/340.tiff,c28770dacbf2045c429e53da1b3a68abc60737eb27bb8da9ef4f03b29660cefc,0,1,6447,4835,3202.0,1603.0,50.0,50.0,continuous_half_open_bbox_image_intersection_centroid_v1,3202.0,1603.0,3252.0,1653.0,2500.0,3227.0,1628.0,3202.0,1603.0,3252.0,1653.0,2500.0,1.0,3227.0,1628.0,0.0,0.0,False,0.2533008895448562,0.2533008895448562,tiff,"{""112um"":{""anchor_x"":3227.0,""anchor_y"":1628.0,""fov_um"":112.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5,""p_y"":0.5,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3006,""realized_x1"":3448,""realized_y0"":1407,""realized_y1"":1849,""requested_x0"":3006,""requested_x1"":3448,""requested_y0"":1407,""requested_y1"":1849,""shift_x"":0,""shift_y"":0,""side_px"":442,""token_start_col"":6,""token_start_row"":6},""28um"":{""anchor_x"":3227.0,""anchor_y"":1628.0,""fov_um"":28.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.5045045045045045,""p_y"":0.5045045045045045,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3171,""realized_x1"":3282,""realized_y0"":1572,""realized_y1"":1683,""requested_x0"":3171,""requested_x1"":3282,""requested_y0"":1572,""requested_y1"":1683,""shift_x"":0,""shift_y"":0,""side_px"":111,""token_start_col"":6,""token_start_row"":6},""56um"":{""anchor_x"":3227.0,""anchor_y"":1628.0,""fov_um"":56.0,""mpp_x"":0.2533008895448562,""mpp_y"":0.2533008895448562,""p_x"":0.502262443438914,""p_y"":0.502262443438914,""pad_bottom"":0,""pad_left"":0,""pad_right"":0,""pad_top"":0,""padding_fraction"":0.0,""realized_x0"":3116,""realized_x1"":3337,""realized_y0"":1517,""realized_y1"":1738,""requested_x0"":3116,""requested_x1"":3337,""requested_y0"":1517,""requested_y1"":1738,""shift_x"":0,""shift_y"":0,""side_px"":221,""token_start_col"":6,""token_start_row"":6}}"
