sample_id,case_id,image_path,annotation_id,bbox_x,bbox_y,bbox_w,bbox_h,patch_center_x,patch_center_y,label,label_name,scanner_model,lab_or_origin,tumor_type,species,resolution,domain_axis,domain_name,domain_id,center,magnification,split,negative_match_scope
286__286__ann12127__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12127__y1.jpg,12127,843,3959,50,50,868,3984,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12128__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12128__y1.jpg,12128,715,4397,50,50,740,4422,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12129__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12129__y0.jpg,12129,1108,4161,50,50,1133,4186,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12130__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12130__y0.jpg,12130,1234,4138,50,50,1259,4163,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12131__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12131__y1.jpg,12131,61,3613,50,50,86,3638,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12132__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12132__y0.jpg,12132,1659,3836,50,50,1684,3861,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12133__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12133__y1.jpg,12133,2367,3944,50,50,2392,3969,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12134__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12134__y0.jpg,12134,2767,3641,50,50,2792,3666,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12135__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12135__y1.jpg,12135,2968,4437,50,50,2993,4462,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12136__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12136__y0.jpg,12136,3631,3951,50,50,3656,3976,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12137__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12137__y1.jpg,12137,4259,4143,50,50,4284,4168,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12138__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12138__y0.jpg,12138,4103,3986,50,50,4128,4011,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12139__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12139__y1.jpg,12139,4719,4358,50,50,4744,4383,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12140__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12140__y0.jpg,12140,5284,3774,50,50,5309,3799,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12141__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12141__y0.jpg,12141,4787,3992,50,50,4812,4017,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12142__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12142__y1.jpg,12142,6383,3744,50,50,6408,3769,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12143__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12143__y0.jpg,12143,5685,4326,50,50,5710,4351,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12144__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12144__y0.jpg,12144,2650,4470,50,50,2675,4495,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12145__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12145__y1.jpg,12145,2969,4606,50,50,2994,4631,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12146__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12146__y1.jpg,12146,3263,4857,50,50,3288,4882,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12147__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12147__y1.jpg,12147,6096,4808,50,50,6121,4833,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12148__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12148__y0.jpg,12148,6145,4667,50,50,6170,4692,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
286__286__ann12149__y1,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12149__y1.jpg,12149,1513.5,1654.5,50,50,1538.5,1679.5,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
286__286__ann12150__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12150__y0.jpg,12150,-9.5,1048,50,50,15.5,1073,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12152__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12152__y0.jpg,12152,3160,232,50,50,3185,257,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
286__286__ann12153__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12153__y0.jpg,12153,2979,4293,50,50,3004,4318,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12154__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12154__y0.jpg,12154,6324,978,50,50,6349,1003,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12155__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12155__y0.jpg,12155,2653.5,3236,50,50,2678.5,3261,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12156__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12156__y0.jpg,12156,1084,2230.5,50,50,1109,2255.5,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
286__286__ann12157__y0,286,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/286__286__ann12157__y0.jpg,12157,3202,891,50,50,3227,916,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12158__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12158__y1.jpg,12158,495,292,50,50,520,317,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12159__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12159__y1.jpg,12159,352,696,50,50,377,721,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12160__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12160__y0.jpg,12160,405,759,50,50,430,784,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
287__287__ann12161__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12161__y0.jpg,12161,151,833,50,50,176,858,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
287__287__ann12162__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12162__y1.jpg,12162,557,628,50,50,582,653,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12163__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12163__y1.jpg,12163,884,893,50,50,909,918,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12164__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12164__y0.jpg,12164,1078,719,50,50,1103,744,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12165__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12165__y1.jpg,12165,1208,266,50,50,1233,291,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12166__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12166__y0.jpg,12166,1041,215,50,50,1066,240,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12167__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12167__y1.jpg,12167,2052,412,50,50,2077,437,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12168__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12168__y0.jpg,12168,2093,747,50,50,2118,772,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12169__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12169__y0.jpg,12169,2363,859,50,50,2388,884,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12170__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12170__y1.jpg,12170,2655,248,50,50,2680,273,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12171__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12171__y0.jpg,12171,2468,83,50,50,2493,108,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12172__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12172__y0.jpg,12172,2824,48,50,50,2849,73,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12173__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12173__y1.jpg,12173,4443,546,50,50,4468,571,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12174__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12174__y0.jpg,12174,4470,776,50,50,4495,801,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12175__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12175__y0.jpg,12175,4493,869,50,50,4518,894,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12176__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12176__y1.jpg,12176,4492,186,50,50,4517,211,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12177__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12177__y0.jpg,12177,4812,416,50,50,4837,441,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12178__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12178__y0.jpg,12178,5613,370,50,50,5638,395,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12179__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12179__y1.jpg,12179,5709,19,50,50,5734,44,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12180__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12180__y0.jpg,12180,5182,175,50,50,5207,200,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12181__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12181__y0.jpg,12181,6153,597,50,50,6178,622,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12182__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12182__y1.jpg,12182,5998,586,50,50,6023,611,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12183__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12183__y0.jpg,12183,5898,159,50,50,5923,184,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12184__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12184__y1.jpg,12184,597,1422,50,50,622,1447,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12185__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12185__y1.jpg,12185,320,1614,50,50,345,1639,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12186__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12186__y0.jpg,12186,184,1386,50,50,209,1411,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12187__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12187__y1.jpg,12187,208,1308,50,50,233,1333,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12188__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12188__y0.jpg,12188,41,1236,50,50,66,1261,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12189__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12189__y0.jpg,12189,1267,1657,50,50,1292,1682,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
287__287__ann12190__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12190__y1.jpg,12190,1078,1343,50,50,1103,1368,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12191__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12191__y1.jpg,12191,1404,1030,50,50,1429,1055,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12192__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12192__y1.jpg,12192,1430,1080,50,50,1455,1105,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12193__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12193__y0.jpg,12193,1398,1127,50,50,1423,1152,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12194__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12194__y0.jpg,12194,948,1043,50,50,973,1068,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
287__287__ann12195__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12195__y0.jpg,12195,469,1339,50,50,494,1364,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12196__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12196__y1.jpg,12196,2931,1220,50,50,2956,1245,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12197__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12197__y1.jpg,12197,2926,1113,50,50,2951,1138,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12198__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12198__y0.jpg,12198,2805,1108,50,50,2830,1133,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12199__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12199__y0.jpg,12199,1458,1570,50,50,1483,1595,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12200__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12200__y0.jpg,12200,2144,1591,50,50,2169,1616,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
287__287__ann12201__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12201__y0.jpg,12201,3498,1705,50,50,3523,1730,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12202__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12202__y0.jpg,12202,4171,1361,50,50,4196,1386,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_domain_same_split
287__287__ann12203__y1,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12203__y1.jpg,12203,3993,1186,50,50,4018,1211,1,mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,positive_same_case
287__287__ann12204__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12204__y0.jpg,12204,4196,1595,50,50,4221,1620,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
287__287__ann12205__y0,287,datasets/midogpp/artifacts/midogpp_annotation_patch_v1/patches_224/287__287__ann12205__y0.jpg,12205,5183,1118,50,50,5208,1143,0,not mitotic figure,3D Histech,VMU Vienna,canine lymphoma,Canine,unknown,tumor_type|lab_or_origin|scanner_model,canine lymphoma|VMU Vienna|3D Histech,2,2,2,test,same_case
